wallet,total_deposit_usd,total_borrow_usd,total_repay_usd,repay_ratio,borrow_to_deposit_ratio,deposit_frequency,liquidation_count,redeem_count,unique_assets,avg_tx_interval,score
0x0030de8f624d2b2513c6dbbff788bb109b80304d,1.0031586054611734,0.0,0.0,0.0,0.0,1,0,0,1,0.0,700
0x0030e3b40e23f92bd064457fd1fb848482a0bde5,9.008727638327205e-06,0.0,0.0,0.0,0.0,2,0,0,2,66.0,700
0x0030ee334630838ea4dee0b4b6ecbc973529031f,3999.4172605806134,765.1818637582536,1.81691479412184e-09,2.374487530582486e-12,0.1913233388524129,8,0,0,3,426478.73333333334,700
0x0031fc2cc920357b9767ab93200c5bf69c43e8e7,1.0519093751900908,0.0,0.0,0.0,0.0,1,0,0,1,0.0,700
0x00326e37cef76788f6b0cf643c94481d60bd3d58,26.554821136395518,0.0,0.0,0.0,0.0,2,0,0,2,11281.0,700
0x00329e92ed6fd0a0ef76da9c476d51faeb6b26a0,3191776.574420885,5323129.22109934,1055508.50718239,0.19828722229749005,1.667763735018065,179,0,42,7,17178.28544061303,700
0x003325d3054cd7668fb16f19ea11bae6d02a474c,0.0,0.0,0.0,0.0,0.0,0,0,5,2,145695.0,700
0x0034baeeb160a5f1032b6d124d3e87cc94d74e62,60563024.61641714,35059576.65262691,35021753.381240435,0.9989211714744525,0.5788940838850232,59,0,37,2,13166.447204968945,950
0x0034d2a08772822866b08d2c585e5c8e25723760,648.7740221834814,0.0,0.0,0.0,0.0,1,0,0,1,0.0,700
0x0034daf2e65f6ef82bc6f893dbbfd7c232a0e59c,0.0,0.0,0.0,0.0,0.0,0,0,5,3,665960.0,700
0x0035e2e614e53a5ebf5a518dede926a7fcec4f91,2563.293013287098,558.8776187173474,9.149663936533417e-10,1.6371498213745543e-12,0.21803110913202148,14,0,2,3,72253.36,750
0x0036472d3ca5e7ab22477d62682b2a3d9436d328,10.23869648132951,0.0,0.0,0.0,0.0,1,0,0,1,0.0,700
0x0036534c48a754163f0f446601f36bcfda840f57,2736.4465453621165,161.72775240543808,149.2716038169644,0.9229807599301376,0.05910137462014135,7,0,5,5,42799.692307692305,950
0x00368bb9dba2ee83f3553feae59710b9c3743e09,2664.374365870701,788.5672363468941,0.0,0.0,0.29596713076362124,9,0,1,4,327001.6,750
0x0036a2f1f6136bb9d7992f7def692126a279e702,1.0147174318145307,0.0,0.0,0.0,0.0,1,0,0,1,0.0,700
0x0036a3f98bc84afb07fe42421f5a14cfe3c33219,3252.077668192559,2412.8944437615223,1406.5984034508592,0.5829506579069731,0.7419547409218433,9,0,6,5,115661.30952380953,750
0x0036bc671c03460dec7d0ab24f45df0cf33d042b,1405.6226989069917,428.5623402084706,447.1366949851244,1.0433410802442848,0.30489144814018687,4,0,4,3,550478.9090909091,900
0x0037643e4ec2b622270676e9e7aa163b261cfb79,1.838240365231003e-12,0.0,0.0,0.0,0.0,1,0,0,1,0.0,700
0x0037aca1c1c45787a95c11dfaabed6308dc2ff80,4.9782897057335104e-08,0.0,0.0,0.0,0.0,3,0,6,1,537800.75,700
0x0037daf6fb154db55110ced85cb4ba9e1204ca17,55.65561517406905,84.00700978868485,0.0,0.0,1.5094076226800064,7,1,7,6,216054.44444444444,550
0x0038281701bf3f51fdbb18903c6e18776780a9a1,1.093929711885596e-12,0.0,0.0,0.0,0.0,1,0,0,1,0.0,700
0x00389de87cae34a6f89e13cc8225c4984add8b37,2695443.7198536447,1689556.5436388066,1.4260821549210404e-06,8.440570753848107e-13,0.6268194476457275,328,0,106,8,8267.863711001643,700
0x0039e71541bdc798d062346bce94230bf519bb72,0.030783814783927176,0.004735971505219565,0.0,0.0,0.15384615384615383,1,0,0,1,0.0,700
0x0039e762ecd8e8f074e93575dc395abfce4ef8b6,10017.499799558684,0.0,0.0,0.0,0.0,2,0,4,3,47934.8,700
0x003a85c562730b196f7cba202a2515f2ff855736,1747129.2874329586,5014.4260824120465,4970.980528664495,0.9913358870918577,0.002870094456363729,131,0,12,7,50239.44886363636,1000
0x003a969ef82e876824b4131a1bbafbdb46a2ca90,2427.943365150083,8.859066653037405e-10,8.860212731966362e-10,1.0001293679090408,3.648794605425149e-13,4,0,0,3,16795.916666666668,900
0x003ae57782ab0f390908f8d7a3a9680bcfc62ec0,2.0859259470726456e-12,0.0,0.0,0.0,0.0,2,0,0,1,432364.0,700
0x003ae6c26a2655eb54c1e53b03a266d97f3512e6,590.4448410839876,112.41839798277496,0.0,0.0,0.190396105039021,39,0,1,4,163242.47619047618,800
0x003b2816d976cebbf0cadec981ff59286b6d7f2f,1.4196701719755855e-10,0.0,0.0,0.0,0.0,2,0,2,2,560178.0,700
0x003be39433bde975b12411fbc3025d49d813a84f,0.0,7.321317130665956e-13,0.0,0.0,0.0,0,3,0,2,932580.0,450
